,cX,cY,Reps,Avg Velocity,Peak Velocity,Avg Velocity Loss,Peak Velocity Loss,Rep
259,566,473,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
260,566,466,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
261,565,460,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
262,564,453,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
263,564,446,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
264,563,441,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
265,562,434,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
266,561,428,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
267,560,422,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
268,558,417,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
269,557,412,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
270,556,407,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
271,555,402,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
272,554,399,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
273,553,396,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
274,552,395,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
275,551,395,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
276,551,395,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
277,550,398,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
278,549,401,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
279,548,406,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
280,548,410,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
281,547,416,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
282,547,423,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
283,547,431,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
284,547,440,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
285,547,450,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
286,546,461,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
287,546,471,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
288,547,482,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
289,547,494,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
